21,81,0.0007122507122507122,2
14,57,0.002136752136752137,2
86,129,0.0028490028490028487,2
18,152,0.0026723205017778655,3
42,127,0.003561253561253561,2
33,114,0.004720731464917511,2
59,153,0.006101928392550067,4
145,156,0.005651778147598181,5
87,157,0.004348433082114323,6
9,23,0.006592460080832173,2
73,134,0.007122507122507122,2
37,91,0.008016961505333597,2
41,154,0.008077696062192186,3
16,50,0.009441462929835023,2
40,163,0.009227105670334124,3
32,159,0.00954409458741424,3
101,165,0.009371309644907455,4
38,166,0.00676322414681841,5
118,128,0.01157821506658716,2
34,64,0.01210826210826211,2
107,167,0.012391232937246347,6
6,19,0.013714967203339297,2
10,122,0.01566951566951567,2
52,130,0.016298946531504672,2
17,25,0.017276220764592856,2
74,171,0.017774114217342672,3
108,170,0.021599060087122552,7
150,164,0.022912842338286932,5
31,139,0.027164910885841116,2
125,177,0.028322404000065242,6
140,179,0.021674008944110784,7
0,45,0.03090836811767044,2
147,158,0.03095400223608383,7
53,162,0.03379417978901182,4
27,183,0.0340861964462309,5
7,184,0.031999749700008094,6
94,185,0.030942382196090683,7
20,176,0.03713686994102232,8
121,151,0.03774928774928774,3
66,155,0.038610614192009535,3
123,189,0.0351873937145255,4
85,190,0.03794805538991585,5
105,175,0.03982119140197875,4
109,192,0.03350140530309756,5
55,193,0.032024649785707696,6
93,194,0.03058273033024346,7
1,195,0.02942208160129379,8
4,196,0.03406687381934098,9
56,197,0.03359947870201116,10
112,198,0.0307867751000259,11
29,199,0.04102701429169425,12
132,200,0.03793922334504538,13
102,201,0.037551175253356966,14
135,202,0.032159200050308014,15
116,203,0.03607664570995304,16
117,160,0.04131054131054131,3
65,186,0.041913138086615606,8
95,161,0.0420835265796506,3
24,174,0.04327061110006847,3
63,208,0.03564382311152337,4
46,209,0.04009523669299724,5
61,205,0.045821462488129155,4
43,211,0.03868791271892047,5
79,212,0.04280457051057108,6
58,210,0.04696969325163411,6
35,214,0.03528098355354552,7
80,188,0.04786619256903494,4
48,182,0.048792422294718224,8
126,217,0.05253735686925966,9
26,84,0.05840455840455841,2
138,219,0.04160869277148346,3
76,220,0.0523918372755582,4
39,187,0.060216535279664814,9
83,146,0.06054131054131054,2
144,223,0.05283354314362067,3
60,136,0.06241303915722521,2
89,180,0.06289031084817903,8
119,221,0.06381361484720657,5
149,227,0.059661988674334344,6
72,228,0.04647378859799975,7
54,229,0.06243354463842774,8
120,230,0.04816481717170214,9
69,231,0.05279235217648083,10
168,173,0.06619790631418539,4
141,226,0.06625396625753166,9
92,213,0.06631818254940083,7
75,206,0.06723848642001362,9
100,236,0.055994426285930335,10
96,106,0.07227347309426653,2
143,238,0.07964671325364439,3
36,169,0.08392963625521765,3
148,239,0.08582583191186322,4
137,241,0.0885640474230432,5
22,242,0.07103188505292843,6
78,243,0.08766847835038993,7
204,233,0.0919804564640406,20
133,245,0.0722336130189775,21
124,244,0.09296193718101056,8
98,247,0.07087465497877227,9
8,248,0.09007717337156873,10
97,249,0.08692083779545631,11
2,250,0.08145097577683869,12
88,251,0.07243960269024885,13
67,252,0.0842793046190904,14
49,240,0.0989071460647688,4
181,207,0.09972338170012587,5
28,253,0.102010799551023,15
115,256,0.099644086856798,16
70,257,0.07977162929399562,17
110,258,0.0907598456931197,18
15,259,0.08967714230008396,19
103,260,0.09656991055676518,20
5,261,0.11035296658454707,21
172,225,0.12023785860995162,4
131,254,0.12372856192838966,5
3,77,0.12688001060094084,2
218,255,0.12730239183727557,14
62,266,0.0952360369945093,15
44,267,0.11937313585646109,16
224,263,0.12872275226926388,7
47,269,0.12556409520233808,8
99,262,0.13003347610434485,22
178,216,0.132843039819784,6
71,272,0.13949709332999596,7
90,273,0.13759581540948176,8
68,274,0.12405643537729541,9
30,275,0.13081207972239542,10
142,268,0.14097805823786996,17
113,264,0.14184606877687553,6
13,278,0.11102495120104461,7
191,222,0.14848770953422116,14
82,279,0.15342485188084445,8
111,281,0.14432121214269425,9
51,282,0.14693156027104337,10
104,283,0.16681206532162066,11
215,237,0.1719115990661818,17
12,285,0.18302839344863753,18
11,286,0.19604841320816196,19
246,280,0.2066369879297376,35
232,234,0.21519320409539286,19
235,288,0.2669166851793391,42
289,290,0.2715189842583824,61
265,271,0.30258812032067844,24
270,291,0.359119293712317,69
277,292,0.39682592923871995,41
293,294,0.4499609772352591,110
284,287,0.5076691181342343,30
276,295,0.5131152540523265,120
296,297,0.6086969124759822,150
